Entry,Gene ontology (biological process),Gene ontology (cellular component),Gene ontology (molecular function)
P35169,GO:0006974;GO:0034605;GO:0034599;GO:0001300;GO:0031505;GO:0051321;GO:0031930;GO:0010507;GO:0016242;GO:0044387;GO:0042790;GO:0018105;GO:0051726;GO:0001558;GO:1905356;GO:0090153;GO:0034976;GO:0042254;GO:0038202;GO:0031929;GO:0006413,GO:0005737;GO:0010008;GO:0031234;GO:0000329;GO:0000139;GO:0005634;GO:0005886;GO:0031931;GO:0031932,GO:0005524;GO:0044877;GO:0004672;GO:0004674
P25344,GO:0007050;GO:0034605;GO:0000161;GO:0007232;GO:0000750;GO:0001402,GO:0005737,GO:0019887;GO:0032093
P38768,GO:0000492;GO:0006397;GO:0006457;GO:0008361;GO:0008380;GO:0006364,GO:0005737;GO:0005634;GO:0097255,
P07271,GO:0051276;GO:0032508;GO:0006310;GO:0006260;GO:0000733;GO:0000727;GO:0044806;GO:0000002;GO:0032211;GO:0071932;GO:0000723;GO:0000722,GO:0005743;GO:0031966;GO:0005739;GO:0043596;GO:0005730;GO:0005634;GO:0005657,GO:0043139;GO:0005524;GO:0003678;GO:0051880;GO:0003697;GO:0010521
P38244,GO:0006508,GO:0000329;GO:0016021,GO:0046872;GO:0008237
P33312,GO:0009231,,GO:0008703;GO:0050661
P28519,GO:0006284;GO:0000715;GO:0033683;GO:1901255;GO:0070914,GO:0000110;GO:0005634,GO:0003684;GO:0008270
P07257,GO:0009060;GO:0006122;GO:0006627,GO:0030061;GO:0005743;GO:0005758;GO:0017087;GO:0005750;GO:0005739,GO:0046872;GO:0004222
Q99188,GO:0007188,GO:0005737;GO:0005634,GO:0005096
Q08237,GO:0000027;GO:0006364,GO:0005730;GO:0005634,GO:0008408;GO:0004527;GO:0003676
P12689,GO:0070987;GO:0042276,GO:0005737;GO:0005739;GO:0005634;GO:0005657,GO:0003684;GO:0017125;GO:0003887;GO:0046872
P05318,GO:0002181;GO:0045860;GO:0006414,GO:0022625,GO:0030295;GO:0043021;GO:0003735
P0CX87,GO:0002181,GO:0022625,GO:0003735
P10664,GO:0002181,GO:0022625;GO:0005634,GO:0003723;GO:0003735
P49626,GO:0002181,GO:0005737;GO:0022625;GO:0005634,GO:0003723;GO:0003735
P51402,GO:0000448;GO:0002181,GO:0022625;GO:0030687,GO:0046872;GO:0019843;GO:0003735
P26785,GO:0002181;GO:0017148,GO:0022625;GO:0005840,GO:0003729;GO:0003723;GO:0003735
P40422,GO:0042254;GO:0006386;GO:0001172;GO:0006360;GO:0006366;GO:0006383;GO:0042797,GO:0005737;GO:0005730;GO:0005654;GO:0005634;GO:0005736;GO:0005665;GO:0005666,GO:0003677;GO:0001054;GO:0008270
P40212,GO:0002181;GO:0016236,GO:0022625,GO:0003735
Q03088,GO:0006897,GO:0005938;GO:0071944;GO:0005933;GO:0005935;GO:0005934;GO:0005737,GO:0016491
Q06817,GO:0015966;GO:0006426;GO:0070150,GO:0005737;GO:0005739,GO:0005524;GO:0004820;GO:0046983;GO:0016740
P38789,GO:0000463;GO:0008361;GO:0000027,GO:0005730;GO:0030687,GO:0019843
Q12153,GO:0000027,GO:0005730;GO:0030687,GO:0019843
P46670,GO:0000902;GO:0007023;GO:0006457;GO:0007021,GO:0005737;GO:0005874,GO:0005096
P38711,GO:0002181;GO:0000479;GO:0000462;GO:0000028,GO:0022627,GO:0046872;GO:0003735
Q12242,GO:1902499;GO:0016579,GO:0005737;GO:0005634,
P04803,GO:0070183;GO:0006436,GO:0005829;GO:0005759;GO:0005739,GO:0005524;GO:0004830
Q02825,GO:0090502;GO:0000379,GO:0012505;GO:0005741;GO:0005739;GO:0000214,
P05759,GO:0002181;GO:0002109;GO:0019941;GO:0016567;GO:0000028;GO:0042254,GO:0005737;GO:0022627;GO:0005634,GO:0046872;GO:0031386;GO:0003735;GO:0031625
P38272,GO:0048309;GO:0008298;GO:0007533;GO:0051028,GO:0005934;GO:0005737;GO:0005789,GO:0003729;GO:1990825
P0CX30,GO:0000462;GO:0006450;GO:0006412,GO:0022627,GO:0003735
P38751,GO:0000730;GO:0043007;GO:0000725,GO:0005730;GO:0097196;GO:0035861,
P32790,GO:0000147;GO:0006897;GO:0034316,GO:0030479;GO:1990964;GO:0005938;GO:0005935;GO:0010008;GO:0043332;GO:0005634;GO:0005886;GO:0140224,GO:0003779;GO:0140312;GO:0042802;GO:0030674;GO:0043130
P53283,GO:0006855;GO:0000296,GO:0071944;GO:0000329;GO:0005887;GO:0005886,GO:0015297;GO:0000297
P00912,GO:0000162,GO:0005737,GO:0004640
Q01722,GO:0000122;GO:0060196;GO:0060963;GO:0045944,GO:0005635;GO:0005634,GO:0001102;GO:0003712
P34244,GO:0044257;GO:0000086;GO:0035556;GO:0044879;GO:0018105;GO:0046777;GO:1902935;GO:0006468;GO:0051726,GO:0005935;GO:0000144;GO:0005737;GO:0005634,GO:0005524;GO:0004672;GO:0004674
P50107,GO:0006749;GO:0019243,GO:0005737;GO:0005634,GO:0004462;GO:0046872
P25576,GO:0001403;GO:0034356;GO:0007124;GO:0030433,GO:0005737;GO:0005634,GO:0016887;GO:0005524;GO:0000309
P32479,GO:0030702;GO:0006336;GO:0000070;GO:0000122;GO:0031935;GO:0006368,GO:0000775;GO:0000417;GO:0000790,GO:0042802;GO:0003714
P26570,GO:0034613;GO:0006883;GO:0006470,GO:0005623;GO:0005737;GO:0019897;GO:0005634,GO:0048037;GO:0004724;GO:0046872;GO:0004722
P25580,GO:0006506;GO:0016485;GO:0030433,GO:0005783;GO:0005789;GO:1990529;GO:0016021,GO:0000030
P32332,GO:0034659;GO:0015729;GO:0008272,GO:0016021;GO:0005743;GO:0005739,GO:0034658;GO:1901239;GO:0015131;GO:0015116
P20052,GO:0006875;GO:0050849;GO:0016242;GO:0045936;GO:0000122;GO:0000079;GO:0032880;GO:0042144,GO:0005623;GO:0000307;GO:0005737;GO:0005634;GO:1990860,GO:0016538;GO:0019901
P32857,,GO:0031901;GO:0000139;GO:0016021,
P14737,GO:0000077;GO:0006281;GO:0006302;GO:0044783;GO:0031573;GO:0031571;GO:0008156;GO:0006289;GO:0045944;GO:0051726,GO:0000785;GO:0005634,GO:0003690;GO:0008047;GO:0042393
P17076,GO:0002181;GO:0000470,GO:0022625,GO:0003723;GO:0003735
P0CH08,GO:0002181;GO:0019941;GO:0016567;GO:0000027;GO:0000055;GO:0042254,GO:0005737;GO:0022625;GO:0005634,GO:0031386;GO:0003735;GO:0031625
P0C2H8,GO:0002181;GO:0006450,GO:0022625,GO:0003735
Q08760,GO:0007121;GO:0008104,GO:0005935;GO:0005621;GO:0005934;GO:0000324;GO:0016021;GO:0005886,
P0CX83,GO:0002181,GO:0022625,GO:0003723;GO:0003735
P38271,GO:1902647,GO:0005737;GO:0005739;GO:0005886,GO:0005546
P40968,GO:0000350;GO:0000389;GO:0000348,GO:0071013;GO:0034399;GO:0005681,
P25578,GO:0032049,GO:0005739,GO:0005524;GO:0008444
P25646,GO:0000422;GO:0016236;GO:0070262;GO:1904184;GO:0006470,GO:0005758;GO:0005759;GO:0005739,GO:0004741;GO:0004724;GO:0004722
P43563,GO:0007118;GO:0007049;GO:0007163;GO:0001934;GO:0000920,GO:0005933;GO:0005935;GO:0005934;GO:0005737;GO:0043332;GO:0005634,GO:0030295
P10507,GO:0006627,GO:0005743;GO:0005759;GO:0017087;GO:0005739,GO:0046872;GO:0004222
Q12017,GO:0030036;GO:1903645;GO:0009968;GO:0007329;GO:0006457;GO:0051726,GO:0005737,GO:0003779;GO:0031683
Q12211,GO:1990481;GO:0031120;GO:0006400;GO:0031119,GO:0005654;GO:0005634,GO:0003729;GO:0009982
P53256,GO:0000467;GO:0043628;GO:0070651;GO:0071028;GO:0071042;GO:0071035;GO:0071038;GO:0070478;GO:0034427;GO:0070481;GO:0071051;GO:0016075;GO:0034475,GO:0000177;GO:0000176;GO:0005730,GO:0003723
P25368,GO:0000028;GO:0031167;GO:0006364,GO:0032545;GO:0005730;GO:0005654;GO:0005634;GO:0034456,GO:0019843
P45818,GO:0000480;GO:0000447;GO:0000472;GO:0030490;GO:0031167;GO:0048254,GO:0030686;GO:0005730;GO:0005654,GO:0005524;GO:0003723;GO:0008186;GO:0003724
P39956,GO:0006338;GO:0016577;GO:0010507;GO:0000122;GO:0032968,GO:0035097;GO:0005634,GO:0001227;GO:0032452;GO:0051864;GO:0032454;GO:0046872;GO:0043565
P22139,GO:0042254;GO:0006386;GO:0001172;GO:0006360;GO:0006366;GO:0006383;GO:0042797,GO:0005654;GO:0005736;GO:0005665;GO:0005666,GO:0003677;GO:0001054;GO:0008270
Q02805,GO:0000754;GO:0071333;GO:0002092;GO:0042493;GO:0070086,GO:0005623;GO:0005829;GO:0005886,GO:0031625
P26786,GO:0002181;GO:0042274;GO:0042254;GO:0031167;GO:0006364,GO:0030686;GO:0022627;GO:0005730;GO:0005654;GO:0032040,GO:0003735
P40018,GO:0000398,GO:0071013;GO:0005737;GO:0005685;GO:0005686;GO:0071004;GO:0046540;GO:0005687;GO:0005682,GO:0003723
Q08231,GO:0000282;GO:0031124;GO:0006406;GO:0071033;GO:0016973;GO:0000973;GO:0006283;GO:0006368,GO:0005635;GO:0005634;GO:0070390,GO:0003690;GO:0044877;GO:0003723
P37262,GO:0005975;GO:0009051;GO:0006409,GO:0005737;GO:0005829,GO:0017057
P38869,GO:0006888;GO:0031505;GO:0045053;GO:0015031,GO:0005623;GO:0030134;GO:0005783;GO:0030176;GO:0030173,GO:0097020
P08425,GO:0070156;GO:0006432,GO:0005737;GO:0005759;GO:0005739,GO:0005524;GO:0004826;GO:0000049
P43544,GO:0006541;GO:0042823;GO:0008614;GO:0042819,GO:0005829;GO:1903600,GO:0004359;GO:0036381
Q03148,GO:0006520;GO:0042823;GO:0008615;GO:0042819,GO:1903600,GO:0016843;GO:0036381
P38141,GO:0090180;GO:0045944;GO:0009228,GO:0005634,GO:0000981;GO:0000978;GO:0008270
Q06707,GO:0006338,GO:0005634;GO:0000812,
P38085,GO:0003333;GO:0006865;GO:0055085;GO:0015827;GO:0015828,GO:0071944;GO:0005783;GO:0016021;GO:0005886,GO:0015171;GO:0022893
P38826,GO:0030466;GO:0006270;GO:0006267,GO:0031261;GO:0005664;GO:0005656,GO:0003688
P80667,GO:0016560,GO:0016021;GO:1990429;GO:0005778;GO:1990415,GO:0030674
P53297,GO:0043007;GO:1900364;GO:0045727;GO:0010603;GO:0034063,GO:0005737;GO:0010494;GO:0005739;GO:0005634;GO:0005844,GO:0003729
Q03920,GO:0018364;GO:0006417,GO:0005737;GO:0035657;GO:0005634,GO:0003676;GO:0102559;GO:0008276;GO:0008757
P42836,GO:0018230;GO:0018345;GO:0006612;GO:0042144,GO:0005783;GO:0000324;GO:0000329;GO:0005794;GO:0016021;GO:0005774,GO:0016409;GO:0019706
P08593,GO:0000372;GO:0090615,GO:0005739,
P08964,GO:0000915;GO:0000916;GO:0000920,GO:0005935;GO:0000142;GO:0000131;GO:0016460,GO:0051015;GO:0005524;GO:0000146
Q12454,,GO:0005737,GO:0004725
P20967,GO:0006103;GO:0006099,GO:0042645;GO:0009353;GO:0005739;GO:0045252,GO:0004591;GO:0030976
P32770,,GO:0005737;GO:0010494,GO:0046872;GO:0003723
P38626,,GO:0005789;GO:0016021;GO:0005741;GO:0005739;GO:0005634;GO:0005886,GO:0004128
P25362,GO:0006772,GO:0005829,
P10834,GO:0000372;GO:0090615;GO:0070131,GO:0031314;GO:0005743;GO:0005759;GO:0005739,GO:0048027;GO:0097157;GO:0045182
Q02772,GO:0033617,GO:0031305;GO:0005758;GO:0005739,
P25044,GO:0001403;GO:0006470;GO:0007124,GO:0005737;GO:0005739,GO:0004725
P47065,GO:0097745,GO:0099617;GO:0005759;GO:0005739,
P06777,GO:0006277;GO:0000724;GO:0000736;GO:0000710;GO:0006312;GO:0006296;GO:1901255;GO:0000735;GO:0000712,GO:0000110;GO:0005634,GO:0003684;GO:0003697;GO:0000014
P05739,GO:0002181;GO:0000027,GO:0022625,GO:0003723;GO:0003735
P24000,GO:1902626;GO:0002181;GO:0000027;GO:0006412,GO:0022625,GO:0003723;GO:0003735
P40571,GO:0034965;GO:0008033,GO:0005655,GO:0046872;GO:0004526
P24276,GO:0007049;GO:0051301;GO:0008298;GO:0017148;GO:0060237;GO:1903450,GO:0005933;GO:0005935;GO:0005737;GO:0010494;GO:0000178;GO:0005634;GO:0000932,GO:0000175;GO:0003730;GO:0048027;GO:0003729;GO:0000900
P54113,GO:0006189;GO:0006164,GO:0005829,GO:0003937;GO:0004643
P32908,GO:0051301;GO:0006302;GO:0007064;GO:0000070,GO:0034990;GO:0005634,GO:0003680;GO:0005524;GO:0003682;GO:0000217;GO:0003690;GO:0042802;GO:0046982
Q08687,,GO:0005634,
Q00711,GO:0045333;GO:0006121;GO:0006099,GO:0031966;GO:0005749;GO:0005739,GO:0009055;GO:0050660;GO:0008177;GO:0000104
Q12513,GO:0070682,GO:0005737;GO:0005634,GO:0030674
P22213,GO:0006888;GO:0035543;GO:0015031;GO:0046578;GO:0006890;GO:0006904;GO:0048280,GO:0030134;GO:0005737;GO:0005829;GO:0005783;GO:0000139;GO:0016020,GO:0000149;GO:0019905
Q99383,GO:0006378;GO:0000184;GO:0098789;GO:0072423,GO:0005737;GO:0010494;GO:0005849;GO:0005634;GO:1990904,GO:0003729;GO:0003723
P25382,GO:0110136;GO:0000027,GO:0005730,
P48234,GO:0000462;GO:0042274,GO:0030686;GO:0005730;GO:0032040,
P40038,GO:0005977;GO:0005979;GO:0005981,GO:0000307;GO:0005737;GO:0005634,GO:0016538;GO:0019901
P40005,GO:0006457;GO:0007021,GO:0005737;GO:0016272,GO:0044183;GO:0015631;GO:0051082
Q07500,GO:0019655;GO:0006116,GO:0005758;GO:0005739,GO:0003954
P53047,,GO:0005783;GO:0000324;GO:0016021;GO:0005886,
P06783,GO:0000755;GO:0000750,GO:0005783;GO:0005887;GO:0005775,GO:0004933;GO:0004932
P07273,GO:0001193;GO:0000122;GO:0045899;GO:0032968;GO:0031440;GO:0031564;GO:0006383;GO:0006368;GO:0006362;GO:0006367;GO:0042797,GO:0005634,GO:0000993;GO:0001139;GO:0001012;GO:0008270
P39932,GO:0015793;GO:0055085,GO:0071944;GO:0000324;GO:0005887;GO:0005886,GO:0005351;GO:0015295
P11747,GO:0006357;GO:0051123;GO:0006366,GO:0005634;GO:0005669,GO:0003677;GO:0046982;GO:0003712
P11655,GO:0009306;GO:0003400;GO:0016192,GO:0005783;GO:0005794;GO:0030176,GO:0005096;GO:0051020;GO:0005090
P05756,GO:0002181;GO:0000462,GO:0030686;GO:0022627;GO:0005730,GO:0070181;GO:0003735
P32529,GO:0006379;GO:0000122;GO:0042790;GO:0042254;GO:0006363;GO:0006360,GO:0005736,GO:0003676;GO:0001054;GO:0061629;GO:0008270
P36520,GO:0032543,GO:0005762;GO:0005739,GO:0003735
P38871,GO:0032120;GO:0030476;GO:0051301,GO:0005628;GO:0070056,
P40342,GO:0036261;GO:0008033,GO:0005730,
P21691,GO:0030466;GO:0006343,GO:0005677;GO:0000775,GO:0003682
Q07748,GO:0009228;GO:0009229,,
Q08646,GO:0030437;GO:0030476;GO:0031954,GO:0005619;GO:0005634;GO:0005628,GO:0003676
P33330,GO:0006564;GO:0009113;GO:0009070,GO:0005737,GO:0004648
Q12078,GO:0006879;GO:0030026;GO:0006826,GO:0005623;GO:0005789;GO:0000329;GO:0016021;GO:0005886,GO:0015086;GO:0022890;GO:0005384;GO:0046872
Q08975,GO:0009228;GO:0009229,GO:0005829,GO:0005524;GO:0008902;GO:0008972;GO:0050334
P25638,GO:0000492;GO:0006457,GO:0005737;GO:0005634;GO:0097255,GO:0051087
Q05900,GO:0000395;GO:0000398;GO:1905216;GO:0000387,GO:0000243;GO:0005685;GO:0071004,GO:0003729;GO:0030627;GO:0030619;GO:0008270
P15019,GO:0005975;GO:0006098;GO:0009052,GO:0005737;GO:0005634,GO:0004801
P53394,,GO:0005783;GO:0005789;GO:0005887,GO:0015301;GO:0008271;GO:0015116
P53873,GO:0000398,GO:0005634,
P41814,GO:0030488,GO:0005634;GO:0031515,GO:0003723
P50104,GO:0006351,GO:0005739;GO:0005634,GO:0003677;GO:0000981;GO:0043565;GO:0008270
Q12443,GO:0048309;GO:0071788;GO:0071786;GO:0032581;GO:0034976,GO:0071944;GO:0032541;GO:0005737;GO:0005783;GO:0005789;GO:0071782;GO:0016021;GO:0005634,
P57744,GO:0072321;GO:0045039,GO:0005743;GO:0005758;GO:0042719;GO:0005739,GO:0046872;GO:0140318
P37297,GO:0000422;GO:0030866;GO:0016236;GO:0048015;GO:0046854;GO:0060237,GO:0005737;GO:0016020;GO:0005739;GO:0005886,GO:0004430;GO:0005524
P17558,GO:0032543,GO:0005763;GO:0005739,GO:0003735
P36135,GO:0000422;GO:0000917;GO:0009272;GO:0031505;GO:0001308;GO:0000272,GO:0009986;GO:0005576;GO:0031314;GO:0009277;GO:0005741,GO:0016798
P36067,,,
P0C5R7,,GO:0016021,
P47049,GO:0030435;GO:0006511,GO:0005634,
P33202,GO:0010994;GO:0051974;GO:0006513;GO:0000209,GO:0005623;GO:0005737;GO:0005739;GO:0005634,GO:1904855;GO:0004842
Q12187,,GO:0016021,
Q12444,,,
Q04170,,GO:0005737;GO:0005634,
Q3E810,,GO:0016021,
Q04100,,GO:0016021,
Q03418,,GO:0016021,
Q8TGJ0,,,
P40083,,,GO:0003676;GO:0008270
Q12103,GO:0044255;GO:0016042,,GO:0047372
Q8TGL8,,,
Q08238,,GO:0016021,
P40041,GO:0006355,GO:0005737;GO:0005634,GO:0003677
P46784,GO:0034198;GO:0002181;GO:0045860;GO:0001934;GO:0000028;GO:0006407,GO:0022627,GO:0003735
P0CX55,GO:0002181;GO:0000447;GO:0006407,GO:0005737;GO:0005829;GO:0022627;GO:0005739,GO:0019843;GO:0003735
P0C0X0,GO:0002181;GO:0030490;GO:1900153;GO:0000028;GO:0006407,GO:0022627,GO:0003735
Q04629,GO:0030866;GO:0030010;GO:0018230;GO:0018345;GO:0006612;GO:0017157;GO:0042144,GO:0030479;GO:0032432;GO:0005783;GO:0005789;GO:0005794;GO:0016021;GO:0042175,GO:0016409;GO:0019706
P18888,GO:0006338;GO:0000470;GO:0006289;GO:0045943;GO:0045944,GO:0005829;GO:0005634;GO:0016514,GO:0000182
P39929,GO:1904669;GO:0071454;GO:1904902;GO:0070676;GO:0045324;GO:0015031;GO:0043162,GO:0005737;GO:0000815;GO:0005635;GO:0005886,GO:0042802
Q12483,GO:1904669;GO:0000433;GO:0006623;GO:0043328;GO:0043162,GO:0000814,
P53266,GO:0033617,GO:0016021;GO:0005743;GO:0005739,GO:0051082
P32905,GO:0002181;GO:0000447;GO:0000461;GO:0000028;GO:0006407;GO:0006412,GO:0030686;GO:0010494;GO:0022627,GO:0003735
Q12529,,,GO:0008168
P38904,GO:0010629,GO:0005829;GO:0005634,
Q12749,GO:0051304;GO:1990683;GO:0006281;GO:0000724;GO:0016925;GO:0071139,GO:0005739;GO:0005634;GO:0035861;GO:0030915,GO:0005524;GO:0003684
Q06163,GO:0001302;GO:0007004,GO:0000781;GO:0005730;GO:0005634;GO:0000333;GO:0005697,GO:0046872;GO:0070034;GO:0003721;GO:0042162
P89114,GO:0071479;GO:0000730;GO:0000707;GO:0010772;GO:0000709;GO:0007131,GO:0000794;GO:0032798,
P38814,GO:0031505;GO:0015031,GO:0005737;GO:0005794,
P32902,GO:0032543,GO:0005763;GO:0005739,GO:0003735
P53228,GO:0005975;GO:0034599;GO:0001300;GO:0009052,GO:0005737;GO:0005634,GO:0004801
P22438,GO:0006431,GO:0005759;GO:0005739,GO:0005524;GO:0004825
Q03029,GO:0051321;GO:0070583,GO:0031225;GO:0005576;GO:0009277;GO:0005628,
P36116,GO:0007118;GO:0090156;GO:0016239;GO:0006623;GO:0008361;GO:0042147;GO:0016050,GO:0005623;GO:0005829;GO:0010008;GO:0000938;GO:0005794,
Q03177,,,GO:0017137
A0A023PXM2,,,
Q12141,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
P53268,,GO:0016021,
P43123,GO:0006048,GO:0005737;GO:0005634,GO:0003977
Q3E7A6,,GO:0005739,
Q12173,GO:0032197,GO:0005737;GO:0000943,GO:0003677;GO:0008270
Q96VG8,,,
P53282,,GO:0016021,
Q08900,,GO:0016021,
P47147,GO:0046856,GO:0005737,GO:0003729;GO:0004438;GO:0004725
P03881,,GO:0005739,GO:0004519
P32913,GO:0006886;GO:0042147,GO:0005829;GO:0005768;GO:0030905;GO:0030904,GO:0032266
P47014,GO:0006507,GO:0031012;GO:0005615;GO:0000324;GO:0016021;GO:0016020,GO:0004621
P34220,GO:0006309;GO:0034599,GO:0005737,GO:0008296;GO:0016888;GO:0004519;GO:0046872
P47142,GO:1904669;GO:0000433;GO:0006623;GO:0043328;GO:0043162,GO:0005829;GO:0000814,GO:0042803;GO:0005198
P47111,GO:0032511;GO:2000009;GO:0015031,GO:0005768;GO:0016021;GO:0005770;GO:0034424,
P26725,GO:0000032;GO:0006487;GO:0006493,GO:0005783;GO:0005794;GO:0000139;GO:0016021,GO:0000026;GO:0000030
Q7M4S9,,,
P0C5L4,,,
P39559,,GO:0016021,
P0C1V3,,,
P34758,GO:0030866;GO:2000370;GO:0009306,GO:0030479;GO:0016020;GO:0005634,GO:0008157
Q07978,,,
A0A023PXM7,,GO:0016021,
P40461,,,
P39542,GO:1990536,GO:0005783;GO:0005794;GO:0016021,GO:0015297;GO:0089721;GO:0022857
Q06204,GO:0001678;GO:0006096;GO:0019318,GO:0005623;GO:0005829,GO:0005524;GO:0008865;GO:0004340;GO:0005536;GO:0019158
O13548,GO:0045333,GO:0005739,
O13517,,,
Q02961,,GO:0005829,GO:0030267;GO:0016618;GO:0051287;GO:0016616
Q3E751,,GO:0016021,
P40214,GO:0007535,GO:0005634,
P32792,,GO:0005741;GO:0005739,
P54007,,,GO:0016491
Q08540,,,
Q6Q5H1,GO:0032197,GO:0005737;GO:0000943,GO:0003723
P0C5P0,,,
O13541,,,
Q08604,,GO:0016021,
P0C5Q0,,,
Q2V2P2,,GO:0005783;GO:0016021,
P53103,,,
P53113,,GO:0016021,
P87288,,,
A0A0B7P3V8,GO:0015074;GO:0006310;GO:0032196,GO:0005737;GO:0005634,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0003723;GO:0003964;GO:0004523
O94086,,,
P40566,GO:0005975;GO:1904462,GO:0005737;GO:0005829;GO:0000329,GO:0050295
P34231,GO:0031505;GO:0015909,GO:0051285;GO:0071944;GO:0005739;GO:0005886,
P40169,GO:0030437;GO:0030866;GO:0006897;GO:0031505;GO:0032185,GO:0005938;GO:0071944;GO:0005737;GO:0005783;GO:0016021;GO:0045121;GO:0005886,
P53270,,GO:0005737,
Q96VH2,GO:0070651;GO:0070966;GO:0070481;GO:0032790;GO:0071025,GO:0005737,GO:0043022
P0CL40,,GO:0016021,
P53291,,,
Q3E841,,GO:0005737;GO:0005829,
Q04436,,,
Q12112,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
P19812,GO:0071629;GO:0006513;GO:0000209;GO:0016567;GO:0090089;GO:1990116;GO:0120174;GO:0030433;GO:0071596,GO:0005737;GO:0008540;GO:0000151;GO:1990303,GO:1904855;GO:0061630;GO:0004842;GO:0008270
P40021,GO:0031505,GO:0005933;GO:0005935;GO:0005934;GO:0005737;GO:0043332;GO:0005739,
P36095,GO:1904669;GO:0032509;GO:0070676;GO:0045324;GO:0015031;GO:0043162,GO:0005737;GO:0005829;GO:0000815;GO:0005771,GO:0042802
P53057,,,GO:0004190
P32584,GO:0006481;GO:0007323;GO:0019236,GO:0005783;GO:0005789;GO:0016021;GO:0005637,GO:0004671
P53011,GO:0034629;GO:0051028;GO:0006913;GO:1904263;GO:0015031,GO:0097042;GO:0031965;GO:0005643;GO:0031080;GO:0035859,GO:0017056
Q03533,GO:0034599;GO:0018105;GO:0006468,GO:0005737;GO:0005634,GO:0005524;GO:0005516;GO:0004683;GO:0004672;GO:0004674
Q06417,GO:0042493,GO:0005783;GO:0016021;GO:0031966;GO:0005739,GO:0016491
O13535,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
A0A023PZI9,,,
Q8TGU3,,,
Q07410,,,
Q02606,GO:0045736,GO:0005737;GO:0005634,GO:0004861
P40004,GO:0008643;GO:0034221;GO:0055085;GO:0015786;GO:1990569,GO:0005783;GO:0030176;GO:0030173,GO:0022857;GO:0005462
Q12531,,,GO:0046872;GO:0003676
P25640,,,
O13521,,,
P40536,,,
P23968,GO:1902600;GO:0007035,GO:0005623;GO:0016021;GO:0000220;GO:0016471,GO:0008553;GO:0046961
P39989,,,
P48412,GO:0006310;GO:0070478;GO:0000184;GO:0045727;GO:0016567,GO:0005737;GO:0005730;GO:0005634;GO:0005844,GO:0003729
P0C2J3,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
P40361,,GO:0005737;GO:0005829;GO:0005739,
P38183,,,
Q03482,,GO:0016021;GO:0005886,
P40898,,,
Q12424,GO:0006811;GO:0055085,GO:0000329;GO:0016021,
P36083,GO:0042493,GO:0005737,
Q3E837,,,
O13573,,,
P47100,GO:0015074;GO:0006310;GO:0032197,GO:0005737;GO:0005634;GO:0000943,GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0046872;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523
O13568,,GO:0016021,
Q05016,,GO:0005737;GO:0005634,GO:0004090;GO:0016491;GO:0031132
Q08620,,,
P38829,GO:0007059;GO:0016226;GO:0106035,GO:0097361;GO:0005737;GO:0005829;GO:0005634,
P47161,GO:0006623,GO:0005783;GO:0016021,GO:0004177;GO:0004180;GO:0046872;GO:0008237
O13549,GO:0006623,,
P50111,GO:0071555;GO:0006342;GO:0030010;GO:0006406;GO:0010971;GO:0032880;GO:0001302,GO:0005935;GO:0005934;GO:0005737;GO:0000131,GO:0004864
P38740,,GO:0071944;GO:0016021,
P53754,GO:0006513;GO:0000209,GO:0000151,GO:0034450
Q3E7Y5,,GO:0005739,GO:0005524;GO:0003676
Q06685,GO:0006020;GO:0032958;GO:0051516;GO:0001558;GO:0070507,GO:0005737;GO:0005856;GO:0005829,GO:0102092;GO:0005524;GO:0033857;GO:0101011;GO:0052845;GO:0000829;GO:0052723;GO:0052724;GO:0000830;GO:0000832;GO:0000831;GO:0000828
Q3E802,,,
P32793,GO:0051666;GO:0030036;GO:0051017;GO:0006897;GO:1900027,GO:0030479;GO:0005829;GO:0032587,GO:0051015;GO:0035091
P47180,GO:0071555;GO:0045490,GO:0005576,GO:0004650
P38781,GO:0006303;GO:0006337;GO:0045944;GO:0006355;GO:0006368,GO:0005634;GO:0016586,GO:0000981;GO:0000978;GO:0008270
P43637,GO:0006468;GO:1900180,GO:0005737,GO:0005524;GO:0004672;GO:0004674
Q08018,,,
O13532,,,
